timestamp,x,y,z
0,-2.83,-12.59,-12.45
10,-3.24,-12.45,-13.09
20,-3.66,-11.56,-12.31
30,-3.73,-10.65,-10.76
40,-3.3,-9.6,-9.6
50,-2.27,-7.73,-10.84
60,-0.87,-6.27,-14.02
70,0.18,-5.35,-17.08
80,1.58,-5.63,-19.64
90,3.53,-6.12,-20.61
100,4.41,-6.29,-17.32
110,4.83,-6.29,-12.7
120,4.85,-6.36,-9.78
130,4.46,-5.51,-9.24
140,3.78,-4.53,-10.76
150,2.84,-4.51,-11.77
160,2.15,-4.88,-9.82
170,1.34,-5.2,-6.31
180,0.11,-5.38,-2.86
190,-1.19,-4.54,-0.49
200,-2.44,-3.15,0.33
210,-3.16,-1.83,-0.7
220,-3.61,-1.41,-2.52
230,-4.09,-2.09,-3.85
240,-4.01,-3.01,-2.74
250,-3.22,-5.35,0.73
260,-1.89,-8.1,6.28
270,-0.35,-11.13,13.0
280,2.08,-13.15,21.73
290,1.61,-13.51,33.82
300,6.4,-14.55,36.02
310,7.28,-16.34,31.53
320,7.36,-16.15,20.49
330,6.23,-13.87,13.46
340,4.52,-11.06,11.7
350,2.32,-8.75,12.24
360,0.17,-7.37,13.14
370,-1.73,-5.86,13.69
380,-2.92,-5.05,12.07
390,-3.19,-4.87,7.63
400,-2.84,-4.35,2.76
410,-2.49,-3.99,-1.86
420,-1.61,-3.41,-6.2
430,-1.1,-2.95,-10.3
440,-1.14,-2.39,-13.87
450,-1.05,-1.93,-17.49
460,-0.84,-2.13,-22.37
470,-0.48,-1.68,-26.46
480,-1.11,-1.51,-28.36
490,-2.01,-1.22,-28.46
500,-2.96,-1.2,-26.84
510,-3.86,-1.58,-23.49
520,-4.54,-2.22,-19.54
530,-5.02,-3.05,-15.57
540,-5.17,-3.82,-12.05
550,-4.76,-4.29,-9.87
560,-3.45,-4.78,-10.04
570,-1.79,-5.62,-12.77
580,-0.37,-5.91,-16.33
590,0.54,-5.79,-18.92
600,1.05,-5.33,-18.45
610,1.35,-4.37,-14.9
620,1.17,-3.87,-10.75
630,0.21,-3.79,-7.02
640,-1.2,-4.29,-3.98
650,-2.54,-4.33,-0.99
660,-2.93,-4.63,2.79
670,-2.34,-5.65,7.14
680,-0.78,-6.75,11.7
690,1.57,-8.39,15.25
700,3.59,-10.53,17.68
710,4.74,-11.79,18.83
720,4.32,-12.79,17.78
730,2.48,-13.47,16.01
740,0.77,-13.47,16.15
750,-0.06,-12.18,19.35
760,-1.3,-10.36,24.66
770,-1.21,-8.93,28.64
780,1.24,-8.87,27.74
790,1.76,-8.81,22.65
800,2.16,-8.06,14.62
810,1.95,-7.37,8.25
820,1.68,-6.8,3.81
830,1.55,-6.55,1.07
840,1.66,-6.83,-0.8
850,1.72,-7.31,-2.31
860,1.63,-8.2,-3.93
870,1.3,-9.32,-5.77
880,0.32,-10.19,-7.63
890,-1.21,-10.13,-9.42
900,-3.18,-9.58,-11.06
910,-5.38,-8.45,-13.33
920,-6.97,-6.44,-15.93
930,-8.11,-4.14,-20.01
940,-8.4,-3.14,-25.12
950,-7.75,-3.7,-30.67
960,-7.19,-4.97,-33.23
970,-7.13,-5.02,-29.58
980,-6.3,-4.23,-22.9
990,-5.33,-4.29,-17.84
1000,-4.09,-4.95,-15.95
