timestamp,x,y,z
0,14.24,-4.58,-0.95
10,12.39,-5.25,-2.33
20,10.11,-6.02,-3.97
30,7.81,-6.54,-5.15
40,6.18,-6.61,-5.67
50,5.27,-5.93,-4.81
60,5.08,-4.65,-3.21
70,5.03,-5.29,-2.38
80,6.88,-4.76,-0.33
90,8.56,-7.45,1.41
100,10.2,-8.89,4.03
110,11.68,-9.75,6.29
120,12.83,-10.34,7.53
130,12.73,-10.88,7.83
140,11.56,-10.46,6.97
150,9.69,-9.38,5.41
160,7.1,-8.59,3.65
170,4.26,-7.15,2.54
180,1.34,-4.88,2.89
190,-1.28,-2.98,3.64
200,-3.57,-2.38,5.16
210,-4.93,-3.19,6.81
220,-5.3,-4.06,8.56
230,-5.67,-5.09,9.43
240,-6.46,-5.46,8.92
250,-7.94,-5.2,7.13
260,-9.96,-4.42,5.2
270,-12.23,-3.66,3.74
280,-14.14,-2.89,3.41
290,-15.48,-2.13,3.74
300,-15.73,-2.76,3.73
310,-14.55,-4.26,3.66
320,-12.9,-5.19,4.02
330,-11.1,-5.79,4.14
340,-9.24,-6.59,3.7
350,-7.5,-7.44,2.74
360,-6.0,-8.01,1.75
370,-4.85,-8.56,0.69
380,-3.89,-8.99,-0.09
390,-3.33,-9.58,-0.37
400,-3.16,-9.56,0.0
410,-3.34,-9.3,0.59
420,-3.37,-8.9,0.86
430,-3.28,-8.56,0.48
440,-3.09,-8.47,-0.31
450,-3.0,-8.48,-1.04
460,-3.09,-8.53,-1.46
470,-3.32,-8.27,-1.4
480,-3.48,-8.1,-1.08
490,-3.42,-8.29,-0.41
500,-2.96,-8.74,0.66
510,-2.43,-9.38,1.53
520,-2.05,-9.79,1.85
530,-2.12,-10.07,1.34
540,-2.84,-10.08,0.4
550,-4.31,-9.65,-0.34
560,-6.54,-9.02,-0.39
570,-9.37,-8.29,0.55
580,-12.49,-7.32,2.83
590,-15.22,-5.92,5.7
600,-20.65,-3.15,11.56
610,-18.64,-0.36,12.99
620,-20.61,0.33,15.01
630,-18.62,0.92,14.69
640,-15.07,1.23,13.31
650,-11.82,0.89,12.03
660,-7.99,0.55,9.83
670,-4.97,0.48,8.04
680,-1.93,0.49,6.67
690,1.13,0.37,6.2
700,4.2,-0.12,6.16
710,7.85,-1.26,5.99
720,11.64,-3.47,4.54
730,15.19,-5.94,1.95
740,18.08,-7.79,-0.13
750,19.81,-9.04,-1.41
760,20.73,-9.63,-2.4
770,20.82,-9.73,-3.51
780,19.91,-8.89,-4.32
790,18.71,-7.94,-5.27
800,17.41,-7.61,-6.41
810,16.08,-7.23,-6.89
820,14.6,-6.71,-6.8
830,12.98,-6.31,-6.53
840,11.3,-6.1,-5.74
850,9.82,-5.85,-4.36
860,8.85,-5.44,-3.3
870,8.85,-5.68,-3.02
880,9.55,-6.8,-3.26
890,10.05,-7.79,-3.61
900,10.12,-8.35,-3.79
910,9.53,-8.25,-3.87
920,8.54,-7.81,-3.82
930,7.51,-7.39,-3.38
940,6.68,-7.18,-2.73
950,6.26,-7.16,-2.29
960,6.23,-7.38,-2.04
970,6.27,-7.65,-2.1
980,6.02,-7.76,-2.48
990,5.54,-7.68,-2.92
1000,5.05,-7.57,-3.22
